Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL238503,,0,468.55,0,2.83,19k,O=C(c1ccncc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1.O=CO,Log Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL903095,Antagonist activity at human recombinant adrenergic alpha 1B receptor expressed in Rat1 cells assessed as inhibition of phenylephrine-induced cellular calcium mobilization,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Rat1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138361,1,Scientific Literature,J. Med. Chem.,2007,CHEMBL3307665,
CHEMBL342392,,0,530.68,1,4.99,13a,N=C(N)c1ccc(CNC(=O)c2cc(NS(=O)(=O)Cc3ccccc3)ccc2Sc2ccccc2)cc1,Inhibition,'=',22,%,,,,UO_0000187,,,,,FALSE,CHEMBL816573,Inhibitory activity against thrombin was determined at a concentration of 30 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145113,1,Scientific Literature,J. Med. Chem.,2003,None,
CHEMBL391017,,0,488.65,0,3.29,34trans,COc1ccncc1S(=O)(=O)N[C@H]1CC[C@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,Ki,'=',268,nM,6.57,,,UO_0000065,13.45,0.26,3.28,7.82,FALSE,CHEMBL894517,Binding affinity to human cloned adrenergic alpha-1B receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148021,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL233582,,0,510.08,1,4.68,25trans,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(Cl)cc3F)CC2)CC1,Ki,'=',243,nM,6.61,,,UO_0000065,12.97,0.27,1.93,10.69,FALSE,CHEMBL894517,Binding affinity to human cloned adrenergic alpha-1B receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148021,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL2146809,,0,368.87,0,3.13,32,CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ncccc2c1=O,Ki,'=',50.12,nM,7.3,,,UO_0000065,,,,,FALSE,CHEMBL2150566,Antagonist activity at human adrenergic alpha1B receptor expressed in rat fibroblasts by by plate-based calcium imaging,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2146436,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL135974,,0,341.41,0,2.39,(-)3,O[C@H]1[C@@H](NC[C@H]2COc3ccccc3O2)CC[C@@H]1Oc1ccccc1,Ki,'=',1819.7,nM,5.74,,,UO_0000065,16.81,0.31,3.35,9.57,FALSE,CHEMBL651052,Displacement of [3H]prazosin from human cloned Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132183,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL13852,CIRAZOLINE,0,216.28,0,1.94,Cirazoline,c1ccc(C2CC2)c(OCC2=NCCN2)c1,EC50,'=',63.1,nM,7.2,,,UO_0000065,,,,,TRUE,CHEMBL858092,Potency against cloned human alpha 1B adrenoceptor expressed in rat-1 fibroblasts.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134725,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL50490,,0,586.64,2,5.02,20,O=C1OCC2=C1C(c1ccc(F)c(F)c1)N(C(=O)NCCCN1CCC(c3ccccc3)(c3ccccc3)CC1)C(=O)N2,Ki,'=',120,nM,6.92,,,UO_0000065,11.8,0.22,1.9,7.61,FALSE,CHEMBL649154,Displacement of [3H]- prazosin from human recombinant Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133050,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2000,None,
CHEMBL493486,,0,419.52,0,4.02,14,COc1ccccc1OCCNC[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1,Ki,'=',56.23,nM,7.25,,,UO_0000065,17.28,0.32,3.23,14.81,FALSE,CHEMBL1034999,Displacement of [3H]prazosin from human cloned Alpha-1B adrenoceptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140161,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3308072,
CHEMBL114012,,0,400.59,0,4.51,(RS)-5,CC1CCN(CCC2CCCCN2S(=O)(=O)c2cccc3ccccc23)CC1,Log Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL646256,Binding affinity towards alpha-1B adrenergic receptor; ND means no data.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133573,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL553276,,0,285.84,0,2.6,9,CC(C)Sc1ccccc1NCC1=NCCN1.Cl,EC50,'=',61.66,nM,7.21,,,UO_0000065,,,,,FALSE,CHEMBL651231,Agonist potency at Alpha-1B adrenergic receptor expressed in rat-1 fibroblasts,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135421,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL553276,,0,285.84,0,2.6,9,CC(C)Sc1ccccc1NCC1=NCCN1.Cl,Ki,'=',169.82,nM,6.77,,,UO_0000065,27.15,0.54,4.17,18.59,FALSE,CHEMBL647201,Affinity to human Alpha-1B adrenergic receptor determined by radioligand binding techniques from rat-1 fibroblasts membranes,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135421,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL292399,,0,413.35,0,4.01,100,CN(CCOc1cc(Cl)ccc1Cl)CCN1C(=O)CC2(CCCC2)CC1=O,Ki,'=',127.8,nM,6.89,,,UO_0000065,16.68,0.35,2.88,13.83,FALSE,CHEMBL649207,Binding affinity constant against alpha-1B adrenergic receptor of guinea pig spleen,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149137,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL90652,,0,479.53,0,3.46,41,N#Cc1ccccc1C1CCN(CCCNC(=O)C2=CNC(=O)N[C@@H]2c2ccc(F)c(F)c2)CC1,Ki,'=',290,nM,6.54,,,UO_0000065,13.63,0.26,3.08,6.72,FALSE,CHEMBL651988,Evaluated for the ability to displace [125I]- HEAT from human cloned Alpha-1B adrenergic receptor stably expressed in LM cells.,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133772,1,Scientific Literature,J. Med. Chem.,2000,CHEMBL3307534,
CHEMBL256597,,0,505.49,2,6.04,cis-16,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3c(Cl)cccc3Cl)CC2)CC1,Ki,'=',289,nM,6.54,,,UO_0000065,12.94,0.26,0.5,11.5,FALSE,CHEMBL947044,Displacement of [125I]HEAT from human recombinant adrenergic Alpha-1B receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143857,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL3808632,,0,503.64,1,3.71,14j,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCc1ccccc1,IC50,'=',640.6,nM,6.19,,,UO_0000065,12.3,0.23,2.48,6.38,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
CHEMBL43905,,0,435.59,1,5.37,7,COc1cccc(OC)c1OCCNCC1CC(c2ccccc2)c2ccccc2S1,Ki,'=',1.148,nM,8.94,,,UO_0000065,20.52,0.39,3.57,22.51,FALSE,CHEMBL647200,Affinity constant on CHO cells expressing Human recombinant Alpha-1B adrenergic receptor,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135915,1,Scientific Literature,J. Med. Chem.,2002,CHEMBL3308072,
CHEMBL1258723,,0,408.55,0,4.6,10,CCCCOc1ccc(-c2nn3c(C)cc(C)nc3c2CC(=O)N(CC)CC)cc1,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL1259311,Inhibition of Alpha-1B adrenergic receptor at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1255512,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL98241,,0,423.48,0,3.32,SNAP-8719,C[C@H](CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O,Ki,'=',165,nM,6.78,,,UO_0000065,16.02,0.31,3.46,15.46,TRUE,CHEMBL648996,Binding affinity towards human Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134245,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL522460,,0,404.56,0,3.94,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL298612,,0,311.38,0,1.57,(S)-5,Cn1cc(C(=O)C(=O)N[C@@H]2CN3CCC2CC3)c2ccccc21,Ki,'=',15848.93,nM,4.8,,,UO_0000065,15.42,0.29,3.23,8.83,FALSE,CHEMBL646252,Binding affinity against Adrenogenic Alpha-1B receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1128795,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1995,None,
CHEMBL292801,NORTOPSENTIN B,0,377.25,1,5.47,4,Brc1ccc2c(-c3nc(-c4c[nH]c5ccccc45)c[nH]3)c[nH]c2c1,Ki,'=',130,nM,6.89,,,UO_0000065,18.25,0.39,1.42,11.43,FALSE,CHEMBL648797,Compound was tested for its binding affinity towards Rat-1 cells stably expressing hamster Alpha-1b adrenergic receptor by displacing [125I]HEAT (2-beta-(4-hydroxyphenyl)-ethylaminomethyltetralone),B,BAO_0000219,cell-based format,Cricetulus griseus,None,None,Rat-1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129158,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1996,None,
CHEMBL142929,,0,581.62,1,3.76,79,COCC1=C(C(=O)OC)C(c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCC(C#N)(c3ccccc3)CC2)C(=O)N1,Ki,'=',130,nM,6.89,,,UO_0000065,11.84,0.22,3.13,5.55,FALSE,CHEMBL651990,In vitro binding affinity against Alpha-1B adrenergic receptor of human liver microsomes.,B,BAO_0000221,tissue-based format,None,CHEMBL3559723,Liver,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132477,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL234681,,0,475.63,0,4.02,7trans,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccccc3F)CC2)CC1,Ki,'=',385,nM,6.42,,,UO_0000065,13.49,0.27,2.39,10.37,FALSE,CHEMBL894517,Binding affinity to human cloned adrenergic alpha-1B receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148021,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL1094209,,0,421.78,1,5.01,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL17657,,0,256.31,0,1.19,9h,Cc1n[nH]c(-c2ccccc2NCC2=NCCN2)n1,EC50,'<',5011.87,nM,,,,UO_0000065,,,,,FALSE,CHEMBL651233,Agonism of human alpha-1B adrenergic receptor,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2205828,,0,325.41,0,1.96,20,COc1cc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc(OC)c1,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL2215104,Binding affinity to alpha1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2203059,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL98241,,0,423.48,0,3.32,12,C[C@H](CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O,Ki,'=',165,nM,6.78,,,UO_0000065,16.02,0.31,3.46,15.46,FALSE,CHEMBL839941,Binding affinity for human Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143615,1,Scientific Literature,J. Med. Chem.,2005,None,
CHEMBL274864,,0,423.48,0,3.32,13,C[C@@H](CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL841774,Binding affinity for human Alpha-1B adrenergic receptor; NT = not tested,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143615,1,Scientific Literature,J. Med. Chem.,2005,None,
CHEMBL1767139,,0,377.49,0,3.48,10d,CCOc1ccc(Cc2nn(C[C@H]3CCCN3C)c(=O)c3ccccc23)cc1,Ki,'>',1995.26,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1769658,Binding affinity to human adrenergic Alpha-1B receptor expressed in rat intact fibroblasts,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1764974,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL3810187,,0,523.6,1,3.63,14t,CCc1ccc(OCC(F)(F)F)c(OCCNC(C)Cc2cc3c(c(C(N)=O)c2)N(CCCO)CC3)c1,IC50,'=',8488,nM,5.07,,,UO_0000065,9.69,0.19,1.44,5.23,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
CHEMBL141986,,0,267.33,0,2.44,10,Cc1cccnc1-c1ccccc1OCC1=NCCN1,EC50,'<',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL651230,Activation of recombinant human adrenergic,,,,,,,,,,,,,,,,,,,,,,
CHEMBL143801,,0,258.35,0,2.8,17,c1csc(-c2ccccc2OCC2=NCCN2)c1,Max,'=',112,%,,,,UO_0000187,,,,,FALSE,CHEMBL652624,Activation of human alpha-1B receptor expressed in rat-1 fibroblasts by calcium mobilization of Gq coupled PLC as percent phenylephrine (40 uM) response,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135838,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL3809543,,0,439.6,0,3.06,14d,Cc1ccc(C)c(OCCNC(C)Cc2cc3c(c(C(N)=O)c2)N(CCCO)CC3)c1C,IC50,'=',4807,nM,5.32,,,UO_0000065,12.1,0.23,2.26,6.06,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
CHEMBL3808717,,0,521.58,1,4.23,23m,CCc1ccc(OCC(F)(F)F)c(OCCNC(C)Cc2cc(C(N)=O)c3c(ccn3CCCO)c2)c1,IC50,'=',7583,nM,5.12,,,UO_0000065,9.82,0.19,0.89,5.19,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
CHEMBL3392246,,0,609.72,2,6.02,Table 3 Row 3,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1,Ki,'=',85,nM,7.07,,,UO_0000065,11.6,0.21,1.05,6.37,FALSE,CHEMBL649156,Inhibition of [3H]prazosin binding to human Alpha-1B adrenergic receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1128729,1,Scientific Literature,J. Med. Chem.,1995,CHEMBL3308072,
CHEMBL3810110,,0,443.52,0,2.87,23g,COc1ccc(F)cc1OCCNC(C)Cc1cc(C(N)=O)c2c(ccn2CCCO)c1,IC50,'=',70.9,nM,7.15,,,UO_0000065,16.12,0.31,4.28,7.24,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
CHEMBL3808726,,0,574.44,1,3.83,14s,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1cc(Br)ccc1OCC(F)(F)F,IC50,'=',32.7,nM,7.49,,,UO_0000065,13.03,0.28,3.66,7.71,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
CHEMBL70973,,0,267.35,0,0.89,6,CCS(=O)(=O)c1ccccc1NCC1=NCCN1,Ki,'=',912.01,nM,6.04,,,UO_0000065,22.59,0.46,5.15,8.56,FALSE,CHEMBL647201,Affinity to human Alpha-1B adrenergic receptor determined by radioligand binding techniques from rat-1 fibroblasts membranes,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135421,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL329143,,0,488.51,0,2.83,57,O=C1NC=C(C(=O)NCCCN2CCC(O)(c3ccc(F)cc3)CC2)[C@@H](c2ccc(F)c(F)c2)N1,Ki,'=',160,nM,6.8,,,UO_0000065,13.91,0.27,3.97,7.25,FALSE,CHEMBL651988,Evaluated for the ability to displace [125I]- HEAT from human cloned Alpha-1B adrenergic receptor stably expressed in LM cells.,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133772,1,Scientific Literature,J. Med. Chem.,2000,CHEMBL3307534,
CHEMBL3939560,,0,441.55,0,3.07,25,COc1ccccc1OCCN1CCC(NS(=O)(=O)c2cncc3ccccc23)CC1,EC50,'=',608.4,nM,6.22,,,UO_0000065,,,,,FALSE,CHEMBL3863085,Intrinsic activity at human alpha1B adrenergic receptor expressed in CHOK1 cells co-expressing aequorin assessed as inhibition of agonist induced calcium mobilization preincubated for 15 mins followed by agonist addition measured for 20 secs in presence of coelenterazine H by luminescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3861996,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3307512,
CHEMBL90184,,0,540.51,1,4.66,47,O=C1NC(C(F)(F)F)=C(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)[C@@H](c2ccc(F)c(F)c2)N1,Ki,'=',270,nM,6.57,,,UO_0000065,12.15,0.24,1.91,8.94,FALSE,CHEMBL651988,Evaluated for the ability to displace [125I]- HEAT from human cloned Alpha-1B adrenergic receptor stably expressed in LM cells.,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133772,1,Scientific Literature,J. Med. Chem.,2000,CHEMBL3307534,
CHEMBL318257,,0,419.52,0,4.46,7,COc1cccc(OC)c1OCCNCC1Oc2ccccc2CC1c1ccccc1,Log Ki,'=',6.58,nM,,,,UO_0000065,,,,,FALSE,CHEMBL643902,The binding affinity was evaluated on cloned human Alpha-1B adrenergic receptor expressed in chinese hamster ovary(CHO) cells by using [3H]prazosin as radioligand.,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132324,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL611,TERAZOSIN,4,387.44,0,1.06,3,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,Ki,'=',1.2,nM,8.92,,,UO_0000065,23.03,0.44,7.86,8.66,FALSE,CHEMBL649161,Compound was tested for its binding affinity utilizing cloned receptor binding assays by using [125 I]HEAT as radioligand to the human Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131601,1,Scientific Literature,J. Med. Chem.,1998,None,
CHEMBL70326,,0,271.32,0,0.64,17,CS(=O)(=O)c1cc(F)ccc1NCC1=NCCN1,Ki,'=',512.86,nM,6.29,,,UO_0000065,23.18,0.48,5.65,8.91,FALSE,CHEMBL647201,Affinity to human Alpha-1B adrenergic receptor determined by radioligand binding techniques from rat-1 fibroblasts membranes,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135421,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL4224703,,0,513.55,1,5.82,9,Cc1cccc(N2CCN(CCc3ccc(COc4ccc5c(c4)CCCC5)cc3)CC2)c1.Cl.Cl,IC50,'=',583.21,nM,6.23,,,UO_0000065,,,,,FALSE,CHEMBL4223216,Antagonist activity at alpha 1B adrenergic receptor (unknown origin) by luciferase reporter gene assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4219197,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL357681,,0,603.72,1,3.68,66,CCNC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1,Ki,'=',3070,nM,5.51,,,UO_0000065,9.13,0.17,1.83,3.86,FALSE,CHEMBL647284,Binding affinity was determined for the alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131441,1,Scientific Literature,J. Med. Chem.,1998,None,
CHEMBL3809676,,0,443.52,0,2.87,23h,COc1cc(F)ccc1OCCNC(C)Cc1cc(C(N)=O)c2c(ccn2CCCO)c1,IC50,'=',936.6,nM,6.03,,,UO_0000065,13.59,0.26,3.16,6.11,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
