Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
JWDZDXFXHWMSGR-QGZVFWFLNA-N,CHEMBL1767147,147,A,5.7,chembl20,741666,9606,ADRA1B,93,C=1(C=C(CC2=NN(C[C@H]3CCCN3C)C(C=4C2=CC=CC4)=O)C=CC1)OC
LGLFFNDHMLKUMI-UHFFFAOYNA-N,CHEMBL64894,24173,A,5.7,chembl20,774697,10116,ADRA1B,93,C1(=C(C=2C=CC(=CC2)N(C)C)C3=CC=C(N(C)C)C=C3)C=CC(=[N+](C)C)C=C1
KRIXMAGTZZHFLF-UHFFFAOYNA-N,CHEMBL220221,147,A,7.76,chembl20,1368300,9606,ADRA1B,93,C1=CC=C2SC3=C(C2=C1)N=C(N(CCN4CCN(CC4)C5=CC=CC=C5OC)C3=O)C
MBVVVQZOMZFVJF-QGZVFWFLNA-N,CHEMBL1767137,147,A,6.8,chembl20,741666,9606,ADRA1B,93,C=1C=C(CC2=NN(C[C@H]3CCCN3C)C(=O)C=4C2=CC=CC4)C=CC1OC
NBBAMPGWOJEMGG-UHFFFAOYNA-N,53328685,147,A,6.89002,pubchem,603872,9606,ADRA1B,93,O=C1N(CCCN2CCN(CC2)C=3C(OC)=CC=CC3)C(=O)CC(C1)(C4=CC=CC=C4)C
MYXXXOJPIMPYFF-UHFFFAOYNA-N,CHEMBL1796040,147,A,6.87,chembl20,753882,9606,ADRA1B,93,N1(C(CC(CC1=O)C=2C=CC(=CC2)Cl)=O)CCCN3CCN(CC3)C=4C(=CC=CC4)Cl
NZTHPWQOSONJAR-LQFNOIFHNA-N,CHEMBL51074,147,A,7.81,chembl20,34467,9606,ADRA1B,93,C=12C(=CN3C1C=CC(NCCN4CCN(CC4)C5=CC=CC=C5)=N3)C(Cl)=NN(C2=O)C
NTTBWNFZOZWLDB-FQEVSTJZNA-N,CHEMBL214762,24173,A,6.88,chembl20,412949,10116,ADRA1B,93,C=1C=C2O[C@H](COC2=CC1)CNCCOC3=C(C=C(C=C3)C4=CC=CC=C4)OC
NJFRMDBEAVUKJH-UHFFFAOYNA-N,53328505,147,A,6.90001,pubchem,603872,9606,ADRA1B,93,ClC1=CC=C(C2CC(=O)N(CCCN3CCN(CC3)C=4C(OC)=CC=CC4)C(=O)C2)C=C1
PGGAKENNUWLOBA-UHFFFAOYNA-N,53328316,147,A,7.01002,pubchem,603872,9606,ADRA1B,93,O=C1N(CCCCCN2CCN(CC2)C=3C(OC)=CC=CC3)C(=O)CC(C1)C4=CC=CC=C4
OZRPLOINSNHHLJ-UHFFFAOYNA-N,CHEMBL420959,147,A,7.31,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C)C)=NCCCCN2CCN(CC2)C=3C=C(Cl)C=CC3OC)C(=O)C
NFPVLBNNIZXLMJ-LQFNOIFHNA-N,10071710,147,A,8.05012,pubchem,1159309,9606,ADRA1B,93,S1C=2C(=O)N(CCN3CCN(CC3)C=4C(OC)=CC=CC4)C(=O)NC2C=5C1=CC=CC5
ORZPHDSNVICTTE-LBPRGKRZNA-N,CHEMBL225853,24173,A,6.87,chembl20,528004,10116,ADRA1B,93,C1(=C(C2=C3C(C=4C(C[C@@H]3N(CC2)C)=CC(=C(C4)OC)O)=C1OC)Br)O
OTIFDGAFLVKAPS-SFHVURJKNA-N,CHEMBL218079,24173,A,5.58,chembl20,412949,10116,ADRA1B,93,C=1C2=C(C=C3O[C@H](COC31)CNCCOC4=C(C=CC=C4OC)OC)CCCC2
MFUWMPKHVOQTMZ-UHFFFAOYNA-N,CHEMBL2312225,147,A,6.49,chembl20,936572,9606,ADRA1B,93,C1C(OC(CO1)CNCCOC2=C(C=CC=C2OC)OC)(C3=CC=CC=C3)C4=CC=CC=C4
PUSDBRIZNFZIFK-SDRQFZCRNA-N,CHEMBL175934,24173,A,8.76,chembl20,303965,10116,ADRA1B,93,C=1(N=C(N)C=2C(N1)=CC(=C(OC)C2)OC)N3CCN(C(C4SSCC4)=O)CC3
PYDSDQAAKUFXEU-UHFFFAOYNA-N,53327748,147,A,8.40012,pubchem,603875,9606,ADRA1B,93,O=C1N(CCCCN2CCN(CC2)C=3C(OC)=CC=CC3)C(=O)CC(C1)C4=CC=CC=C4
PSWXVBZJWHEKPU-UHFFFAOYNA-N,CHEMBL1910141,147,A,7.42,chembl20,774871,9606,ADRA1B,93,C1CC2(CC1(C(=O)N(C3=CC=CC=N3)CCN4CCN(CC4)C=5C(=CC=CC5)OC)CC2)CF
QVYDXRNGKJCBFU-UHFFFAOYNA-N,CHEMBL1796041,147,A,6.61,chembl20,753882,9606,ADRA1B,93,N1(C(CC(CC1=O)C=2C=CC(=CC2)Cl)=O)CCCCN3CCN(CC3)C=4C(=CC=CC4)OC
QTXPSJZUMKDMGD-UHFFFAOYNA-N,CHEMBL1078772,147,A,6,chembl20,615773,9606,ADRA1B,93,O1C(OCC1CNCCOC2=C(C=CC=C2)C3=CC=CC=C3)(C4=CC=CC=C4)C=5C=CC=CC5
PQRGVSYFNXKMPS-LQFNOIFHNA-N,CHEMBL418531,147,A,5,chembl20,34332,9606,ADRA1B,93,N1(C(=O)CCCC1)CC(=O)NCCN2CCN(CC2)C3=C(C=C(C=C3)F)OC(C)C
REXDQAIKTDDWAC-GOSISDBHNA-N,CHEMBL2146801,147,A,8,chembl20,848015,9606,ADRA1B,93,C=1N=CC=2C(=NN(C[C@H]3CCCN3CCOC)C(C2C1)=O)CC=4C=CC(=CC4)Cl
RNXYMZNGMNWKMC-HXTKINSTNA-N,CHEMBL1632158,147,A,5,chembl20,697192,9606,ADRA1B,93,C1=CC=C2N3C(OCCC3)=C(C(NCC4CCN(CC4)CCCCCC(OC)=O)=O)C2=C1
RMEDXOLNCUSCGS-LBOYIXSDNA-N,CHEMBL1108,24173,A,8.01,chembl20,774697,10116,ADRA1B,93,C=1C=CC=2N=C(N(C2C1)C3=CCN(CC3)CCCC(=O)C=4C=CC(=CC4)F)O
SAMYTBZVLLYSKN-GOSISDBHNA-N,71458205,147,A,7.40001,pubchem,687271,9606,ADRA1B,93,ClC1=CC=C(CC2=NN(C[C@@H]3N(CCC3)CCOC)C(=O)C=4C2=NC=CC4)C=C1
SBPRIAGPYFYCRT-UHFFFAOYNA-N,CHEMBL514874,147,A,7.18,chembl20,800454,9606,ADRA1B,93,C=1C(=C(C=CC1)N2CCN(CC2)CCN(C=3N=CC=CC3)C(C4CCCCC4)=O)OC
RTQLJFPZJBGGOG-UHFFFAOYNA-N,CHEMBL1796048,147,A,5.3,chembl20,753882,9606,ADRA1B,93,C(N1C(CC2(C3=C(CC2)C=CC=C3)CC1=O)=O)CN4CCN(CC4)C=5C=CC=CC5OC
STMYXSKGGILJBE-LQFNOIFHNA-N,CHEMBL12062,147,A,5,chembl20,34332,9606,ADRA1B,93,N1(C(=O)CCCC1)CC(=O)NCCCN2CCN(CC2)C3=C(OC(C)C)C=CC=C3
VFIDGXZRONKQBZ-LJQANCHMNA-N,71461782,147,A,8.10018,pubchem,687271,9606,ADRA1B,93,ClC=1C=CC(CC2=NN(C[C@@H]3N(CCC3)CCCC)C(=O)C=4C2=CN=CC4)=CC1
SMANXXCATUTDDT-QPJJXVBHNA-N,CHEMBL30008,24173,A,6.22,chembl20,774697,10116,ADRA1B,93,N1(C(C=2C=CC(=CC2)F)C=3C=CC(=CC3)F)CCN(CC1)C/C=C/C4=CC=CC=C4
SOLAPBUASXRYFT-UHFFFAOYNA-N,CHEMBL79161,147,A,7.27,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C)C)=NCCCN2CCN(CC2)C3=C(OC)C=CC=C3)C(=O)C
SQEWHNGJJBIGKH-UHFFFAOYNA-N,CHEMBL81486,147,A,8.75,chembl20,216132,9606,ADRA1B,93,N=1N(C(=O)C(CC1C=2C=CC=CC2)=NCCN3CCN(CC3)C=4C=C(Cl)C=CC4OC)C
UNHGFWKSHHCRHF-UHFFFAOYNA-N,CHEMBL42539,147,A,7.29,chembl20,34320,9606,ADRA1B,93,O1C(C(CNCCOC=2C(OC)=CC=CC2OC)OC=3C1=CC=CC3)C4=CC=C(C=C4)C
UNHGFWKSHHCRHF-UHFFFAOYNA-N,CHEMBL42539,24173,A,6.99,chembl20,34636,10116,ADRA1B,93,O1C(C(CNCCOC=2C(OC)=CC=CC2OC)OC=3C1=CC=CC3)C4=CC=C(C=C4)C
TVPNFKRGOFJQOO-MPIMZMORNA-N,CHEMBL303282,147,A,5.94,chembl20,32894,9606,ADRA1B,93,C1=CC=C2C(C=3N=C(NC3)C(=O)C=4C5=C(NC4)C=C(C=C5)O)=CNC2=C1
VCKUSRYTPJJLNI-HPHMPNDVNA-N,CHEMBL611,147,A,8.92,chembl20,34348,9606,ADRA1B,93,C=1(N=C(N)C=2C(N1)=CC(=C(OC)C2)OC)N3CCN(C(C4OCCC4)=O)CC3
VCKUSRYTPJJLNI-HPHMPNDVNA-N,CHEMBL611,24173,A,8.72,chembl20,34640,10116,ADRA1B,93,C=1(N=C(N)C=2C(N1)=CC(=C(OC)C2)OC)N3CCN(C(C4OCCC4)=O)CC3
UXQVMDVKHFQOEU-LJQANCHMNA-N,CHEMBL2146807,147,A,7,chembl20,848015,9606,ADRA1B,93,C=1C=CC=2C(=NN(C[C@H]3CCCN3CCCC)C(C2N1)=O)CC4=CC=C(C=C4)Cl
UZPNDQMXOWZSMG-UHFFFAOYNA-N,44289437,24173,A,7.58004,pubchem,35152,10116,ADRA1B,93,O=C1C(CC(C2=C1C=CC=C2)C3=CC=CC=C3)CNCCOC4=C(OC)C=CC=C4OC
SGJZRVNMCHXQCC-UHFFFAOYNA-N,CHEMBL268030,147,A,5,chembl20,34332,9606,ADRA1B,93,N1(C(=O)CCCC1)CC(N(CCN2CCN(CC2)C3=C(OC(C)C)C=CC=C3)C)=O
SEMGFDKQHLCMCA-UHFFFAOYNA-N,CHEMBL67713,147,A,6.42,chembl20,34331,9606,ADRA1B,93,N1(C(=O)CCCC1)CC=2C=C(CN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)SC2
URSKGEZFWCRYMD-GOSISDBHNA-N,CHEMBL1767139,147,A,5.7,chembl20,741666,9606,ADRA1B,93,C1=C(OCC)C=CC(CC2=NN(C[C@H]3CCCN3C)C(=O)C=4C2=CC=CC4)=C1
UTACGRWSJNDCLR-UHFFFAOYNA-N,CHEMBL11828,147,A,5,chembl20,34332,9606,ADRA1B,93,N1(C(=O)CCCC1)CC(CC(CN2CCN(CC2)C3=C(OC(C)C)C=CC=C3)O)=O
XHBOWUOETHUEOP-LQFNOIFHNA-N,9888164,147,A,5.45149,pubchem,37202,9606,ADRA1B,93,O(C=1C(N2CCN(CC2)CCNC(=O)CN3CCCCCC3=O)=CC=CC1)C(C)C
XJQMGRBHCYQSND-UHFFFAOYNA-N,53328315,147,A,6.97001,pubchem,603872,9606,ADRA1B,93,ClC1=CC(N2CCN(CC2)CCCCN3C(=O)CC(CC3=O)C4=CC=CC=C4)=C(OC)C=C1
WCWNYVYNQAPOOX-OAHLLOKONA-N,9845181,147,A,6.78252,pubchem,37206,9606,ADRA1B,93,FC=1C(N2CCN(C[C@H](N3C(=O)CC4(CCCC4)CC3=O)C)CC2)=CC(F)=C(F)C1
XOZBPBSXMJMBOL-UHFFFAOYNA-N,44431617,147,A,6.7167,pubchem,296251,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=CC=CN=C4
XRDVQWJPAZZLKN-UHFFFAOYNA-N,CHEMBL2179222,147,A,5.42,chembl20,875719,9606,ADRA1B,93,O=S(=O)(N1C2=NC=C(C=C2C(=C1)C)Cl)C=3C=CC(=C(C3)NC4CCN(CC4)C)OC
YDXRRAQRFWEWFK-UHFFFAOYNA-N,CHEMBL1796032,147,A,6.48,chembl20,753882,9606,ADRA1B,93,N1(C(CC(CC1=O)C=2C=CC=CC2)=O)CCCN3CCN(CC3)C=4C(=CC=C(C4)Cl)OC
YEFYNZHDZSJWCN-QGZVFWFLNA-N,CHEMBL1767146,147,A,6.2,chembl20,741666,9606,ADRA1B,93,C=1(C=C(CC2=NN(C[C@H]3CCCN3C)C(=O)C=4C2=CC=CC4)C=CC1)Cl
WNMJYKCGWZFFKR-YVLNATIJNA-N,2092,147,A,8.55284,pubchem,37335,9606,ADRA1B,93,O1C(CCC1)C(=O)NCCCN(C2=NC=3C(C(=N2)N)=CC(OC)=C(OC)C3)C
WLZJELZXDHZVLY-HPHMPNDVNA-N,CHEMBL178673,24173,A,8.99,chembl20,303965,10116,ADRA1B,93,C=1(N=C(N)C=2C(N1)=CC(=C(OC)C2)OC)N3CCN(C(CC4SSCC4)=O)CC3
WSVLBNNZDIDXTO-NRFANRHFNA-N,CHEMBL68241,147,A,6.23,chembl20,34331,9606,ADRA1B,93,N1([C@H](C(=O)OC)CCC1)CC=2SC(CN3CCN(CC3)C4=C(OC)C=CC=C4)=CC2
WYRUGBCTQBZIHO-KRWDZBQONA-N,52937830,147,A,7.70006,pubchem,591515,9606,ADRA1B,93,ClC1=CC=C(CC2=NN(C[C@H]3N(CCC3)C)C(=O)C4=C2C=CC=C4)C=C1
XAMUVRYPQULOBI-LBOYIXSDNA-N,CHEMBL42361,147,A,5.92,chembl20,34344,9606,ADRA1B,93,C1(C#N)(CCN(CC1)CCCNC(C(C2=CC=CC=C2)C(C)C)=O)C=3C=CC=CC3
YLWRKTVVIPNRDE-GOSISDBHNA-N,CHEMBL2146808,147,A,6.5,chembl20,848015,9606,ADRA1B,93,C=1C=CC=2C(=NN(C[C@H]3CCCN3CCOC)C(C2N1)=O)CC4=CC=C(C=C4)Cl
YMFHXRKTKHBRIX-GOSISDBHNA-N,CHEMBL1767148,147,A,6.3,chembl20,741666,9606,ADRA1B,93,C=1(C=C(CC2=NN(C[C@H]3CCCN3C)C(=O)C=4C2=CC=CC4)C=CC1)C
YTOGOMGUCNEXIR-UHFFFAOYNA-N,CHEMBL1774991,147,A,6.73,chembl20,747462,9606,ADRA1B,93,C12C3C4C5C3(C1C5C24I)C(N(CCN6CCN(C=7C=CC=CC7OC)CC6)C=8N=CC=CC8)=O
YUMVISLQQLLTET-LELJVTLKNA-N,CHEMBL431631,147,A,6.76,chembl20,34325,9606,ADRA1B,93,S(=NC=1C=C2OC3(CCN(CC3)CCC=4C(OC)=CC=CC4)CC(C2=CC1)=O)(O)(=O)C
YMKDCAYLGKAORC-UHFFFAOYNA-N,CHEMBL1078751,147,A,6,chembl20,615773,9606,ADRA1B,93,O1C(OCC1CNCCOC2=CC(=CC=C2)C3=CC=CC=C3)(C4=CC=CC=C4)C=5C=CC=CC5
ZPUAIXYROPYWKA-UHFFFAOYNA-N,CHEMBL2179217,147,A,6.02,chembl20,875719,9606,ADRA1B,93,O=S(=O)(N1C2=CC=C(C=C2C(=C1)C)Cl)C=3C=CC(=C(C3)NC4CCN(CC4)C)OC
ZMQZWYGEVMBYMQ-UHFFFAOYNA-N,CHEMBL80599,147,A,8.09,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C)C)=NCCCN2CCN(CC2)C=3C=C(Cl)C=CC3OC)C(=O)C
YZAHEHXQIMZHAJ-HXUWFJFHNA-N,CHEMBL2146802,147,A,7.8,chembl20,848015,9606,ADRA1B,93,C=1C=CC=2C(=NN(C[C@H]3CCCN3CCCC)C(C2C1)=O)CC=4C=CC(=CC4)Cl
ZFDWAPWETDMDSZ-QWOVJGMINA-N,CHEMBL51433,24173,A,8.96,chembl20,34340,10116,ADRA1B,93,N1(C(NC2=C(C1=O)C=CC=C2)=O)CCN3CCN(CC3)C4=C(OC)C=CC=C4
ZKZFPRUSWCYSGT-UHFFFAOYNA-N,CHEMBL10085,147,A,7.33,chembl20,530297,9606,ADRA1B,93,C(N1CCCCC1)(C2=CC(CN3CCN(CC3)C=4C(OC(C)C)=CC=CC4)=CC=C2)=O
ZKZFPRUSWCYSGT-UHFFFAOYNA-N,CHEMBL10085,24173,A,7.33,chembl20,32276,10116,ADRA1B,93,C(N1CCCCC1)(C2=CC(CN3CCN(CC3)C=4C(OC(C)C)=CC=CC4)=CC=C2)=O
ZZNMPZNCGBNJBR-UHFFFAOYNA-N,CHEMBL311890,147,A,7.85,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC=CC2)CCCCN3CCC(N4C(OC5=C4C=CC=C5)=O)CC3)(=O)=O
BEJGRQHTUSMJBJ-UHFFFAOYNA-N,CHEMBL14213,147,A,8.35,chembl20,34336,9606,ADRA1B,93,C12=C(N(C)C(N(C1=O)CCN3CCN(CC3)C4=C(OC)C=CC=C4)=O)SC=C2C5=CC=CC=C5
AOZOBKDTJZCKJE-GJZUVCINNA-N,52948119,147,A,7.15003,pubchem,510389,9606,ADRA1B,93,O1[C@@](OC[C@H]1CN2CCN(CC2)C=3C(OC)=CC=CC3)(CN4CCCC4=O)C5=CC=CC=C5
AOZOBKDTJZCKJE-NVQXNPDNNA-N,CHEMBL1242444,147,A,6.76,chembl20,658238,9606,ADRA1B,93,C1[C@@H](O[C@](CN2CCCC2=O)(O1)C=3C=CC=CC3)CN4CCN(CC4)C5=CC=CC=C5OC
BXZWRAYRDLNDSN-UHFFFAOYNA-N,44431192,147,A,7.35067,pubchem,293842,9606,ADRA1B,93,O=C1N(C2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)C(=O)C5=NC=CC=C15
CAEZRWQRXPFXAO-RBSXPEAGNA-N,CHEMBL291839,147,A,8.79,chembl20,34198,9606,ADRA1B,93,N1(C(C=2SC=CC2NC1=O)=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3
CAQYVHKVLYTXRT-UHFFFAOYNA-N,CHEMBL313990,147,A,7.62,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC=C(Cl)C2)CCCCN3CCC(N4C(OC5=C4C=CC=C5)=O)CC3)(=O)=O
CBACROBVDLICEW-UHFFFAOYNA-N,CHEMBL82877,147,A,7.12,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC(N(=O)=O)=CC2)CCCCN3CCC(N4C(OC5=C4C=CC=C5)=O)CC3)(=O)=O
BXGCCZDRUAOMRC-HZCBDIJENA-N,CHEMBL234669,147,A,6.31,chembl20,444277,9606,ADRA1B,93,C1CN([C@H]2CC[C@@H](CC2)NS(C3=CC=CC=C3)(=O)=O)CCN1C=4C=CC=CC4OC(C)C
BXGCCZDRUAOMRC-SZPZYZBQNA-N,CHEMBL391107,147,A,6.95,chembl20,444277,9606,ADRA1B,93,C1CN([C@H]2CC[C@H](CC2)NS(C3=CC=CC=C3)(=O)=O)CCN1C=4C=CC=CC4OC(C)C
AACTUBFOGVFADC-UHFFFAOYNA-N,CHEMBL309518,147,A,8,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC=C(SC)C2)CCCCN3CCC(N4C(OC5=C4C=CC=C5)=O)CC3)(=O)=O
BLGXFZZNTVWLAY-DIRVCLHFNA-N,CHEMBL10347,147,A,9.22,chembl20,34313,9606,ADRA1B,93,C1=CC=C2NC3=C(C2=C1)CCN4C[C@@H]5[C@H](C[C@@H]34)[C@@H]([C@H](CC5)O)C(=O)OC
BLGXFZZNTVWLAY-DKJBZYCGNA-N,CHEMBL31410,147,A,6.29,chembl20,34343,9606,ADRA1B,93,C=1C=C2C3=C(NC2=CC1)[C@@H]4C[C@H]5[C@H](CN4CC3)CC[C@@H]([C@H]5C(=O)OC)O
BLGXFZZNTVWLAY-SCYLSFHTNA-N,CHEMBL15245,147,A,8.96,chembl20,34313,9606,ADRA1B,93,C12=C(C3=CC=CC=C3N1)CCN4[C@H]2C[C@@H]5[C@@H](C(=O)OC)[C@@H](O)CC[C@H]5C4
BLGXFZZNTVWLAY-SCYLSFHTNA-N,CHEMBL15245,24173,A,6.18,chembl20,774697,10116,ADRA1B,93,C12=C(C3=CC=CC=C3N1)CCN4[C@H]2C[C@@H]5[C@@H](C(=O)OC)[C@@H](O)CC[C@H]5C4
BNRNXUUZRGQAQC-PKRZOPRNNA-N,CHEMBL192,24173,A,6.09,chembl20,774697,10116,ADRA1B,93,C1=2C(N(C)N=C1CCC)=C(O)N=C(N2)C3=CC(S(N4CCN(CC4)C)(=O)=O)=CC=C3OCC
CQRJIWLCJUYMPE-SREBMQDQNA-N,CHEMBL435576,147,A,7.64,chembl20,34344,9606,ADRA1B,93,N1(CCN(CC1)CCCNC(C(C=2C=CC(=CC2)C)C3=CC=C(C=C3)C)=O)C=4C=CC=CC4
CPWQIBJELMVKCH-CTZBPBFQNA-N,CHEMBL1630940,147,A,8.26,chembl20,693738,9606,ADRA1B,93,C=1(C=CC(=CC1S(N)(=O)=O)C[C@@H](C)NCCOC2=C(C=CC=C2)OCC(F)(F)F)OC
CPWQIBJELMVKCH-CTZBPBFQNA-N,CHEMBL1630940,24173,A,8.96,chembl20,693744,10116,ADRA1B,93,C=1(C=CC(=CC1S(N)(=O)=O)C[C@@H](C)NCCOC2=C(C=CC=C2)OCC(F)(F)F)OC
CQABPCACTMBCQC-UHFFFAOYNA-N,11857710,147,A,7.08619,pubchem,290867,9606,ADRA1B,93,ClC1=CC(S(=O)(=O)NC2CCC(N3CCC(CC3)C=4C(OC5CC5)=CC=CC4)CC2)=C(OC)C=C1
CSAAHSGMWAZWDZ-UHFFFAOYNA-N,CHEMBL60699,147,A,6.58,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCN(CC2)CC=3C=CC=CC3)=O)CCN4CCN(CC4)C=5C(OC)=CC=CC5
CFBBLAWTWDPXKQ-UHFFFAOYNA-N,CHEMBL80260,147,A,7.69,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C2=CC=CC=C2)C)=NCCCN3CCN(CC3)C4=C(OC)C=CC=C4)C(=O)C
CHYHMJYTWVQCFW-UHFFFAOYNA-N,44431564,147,A,6.79048,pubchem,296251,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=C(OC)C=CC(=C4)C
CFQKUDNKFVYAOC-UHFFFAOYNA-N,53327992,147,A,7.70006,pubchem,603875,9606,ADRA1B,93,O=C1N(C(=O)CC2(CCC=3C2=CC=CC3)C1)CCCCN4CCN(CC4)C=5C(OC)=CC=CC5
CFTWHHOECOTFCI-DFLUKEIKNA-N,CHEMBL145384,24173,A,7.18,chembl20,32282,10116,ADRA1B,93,N=1C(=NC=2C(C1N)=CC(=C(OC)C2)OC)N(CCCCCCN(C(C3=CC(CCl)=CC=C3)=O)C)C
DASDCIRXSWKVTA-RBBKRZOGNA-N,CHEMBL42472,24173,A,7.54,chembl20,32281,10116,ADRA1B,93,[C@H]1(C=2C(=CC=CC2)O[C@@H](C1)CNCCOC3=C(OC)C=CC=C3OC)C4=CC=CC=C4
CWPRAFYRGKYFIO-LNNLXFCONA-N,CHEMBL43749,147,A,5.48,chembl20,34344,9606,ADRA1B,93,N(C1=CC=C(CC(=O)NCCCN2CCC(CC2)(C(=O)OC)C3=CC=CC=C3)C=C1)(=O)=O
CYAXZADMKWTSTO-UHFFFAOYNA-N,CHEMBL301726,147,A,7.66,chembl20,34467,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C=2C=CC=CC2)CCN3CCN(CC3)C=4C(OC)=CC=CC4)=N)C(=O)C
CTAPRHUYCGFSKX-LAUBAEHRNA-N,CHEMBL302192,147,A,7.2,chembl20,34198,9606,ADRA1B,93,[C@H]12C=3C(=C(OC)C=CC3)CC[C@H]1CN(C2)CCN4CNC5=C(C4)C=C(C(OC)=C5)OC
CYPCIJWPPPMXEY-SREBMQDQNA-N,CHEMBL416073,147,A,5.7,chembl20,34344,9606,ADRA1B,93,C1(C#N)(CCN(CC1)CCCNC(C(C=2C=CC=CC2)C3CCCC3)=O)C4=CC=CC=C4
CZAIAVKCVKTXDB-PKRZOPRNNA-N,CHEMBL497963,147,A,6.7,chembl20,556327,9606,ADRA1B,93,N=1C=2C=CC=C(OCCN3CCC(CC3)CC=4C=CC=C(C4)N=S(C)(O)=O)C2C=CC1C
ANGZWKUYYXGOFS-HFZDXXHNNA-N,46934787,147,A,7.07002,pubchem,510389,9606,ADRA1B,93,O1[C@@H](CN2CCN(CC2)C=3C(OC)=CC=CC3)CO[C@@]1(CN4C(O)=CC=C4O)C5=CC=CC=C5
ANGZWKUYYXGOFS-QFQXNSOFNA-N,CHEMBL1242725,147,A,6.65,chembl20,658238,9606,ADRA1B,93,C1[C@H](O[C@@](CN2C(=CC=C2O)O)(O1)C=3C=CC=CC3)CN4CCN(CC4)C5=CC=CC=C5OC
AOESATFDEMWHLJ-UHFFFAOYNA-N,44431562,147,A,6.81531,pubchem,296251,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=C(OC)C=CC(OC)=C4
DXTHMMHDNNSUFT-IHSCEKCPNA-N,CHEMBL234649,147,A,7.09,chembl20,444277,9606,ADRA1B,93,C1CN([C@H]2CCC(CC2)=NS(=CC3=CC=CC=C3)(O)O)CCN1C=4C=CC=CC4OC(C)C
DXTHMMHDNNSUFT-UHFFFAOYNA-N,44431616,147,A,7.08619,pubchem,296251,9606,ADRA1B,93,S(O)(O)(N=C1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)=CC4=CC=CC=C4
DQQUWTIATKHALF-VJSLDGLSNA-N,CHEMBL289916,147,A,6.17,chembl20,34344,9606,ADRA1B,93,C(C(C=1C=CC(=CC1)C)C2=CC=C(C=C2)C)(=O)NCCCN3CCC(C=4N=CC=CC4)CC3
DULYYRLDWDENEO-VJSLDGLSNA-N,CHEMBL295304,147,A,7.47,chembl20,34344,9606,ADRA1B,93,C(C(C=1C=CC(=CC1)C)C2=CC=C(C=C2)C)(=O)NCCCN3CCC(CC3)C=4C=CC=CC4
FUCGAUZSWYLMRK-KJVXMZGHNA-N,9800639,24173,A,6.91009,pubchem,37210,10116,ADRA1B,93,O=C1N2[C@H](CN3CCN(CC3)C=4C(OC)=CC=CC4)CN=C2C5=C(N1)C=CC=C5
FTDBTBLFOYBMNU-ZFJUVRDGNA-N,CHEMBL424658,147,A,8.35,chembl20,32304,9606,ADRA1B,93,C=1(N=C(N)C=2C(N1)=CC(=C(OC)C2)OC)N3CCN(CC3)C(CCC(=O)C=4C=CC=CC4)=O
DGLBBHYIYLVQGF-UHFFFAOYNA-N,44431611,147,A,6.99568,pubchem,296251,9606,ADRA1B,93,ClC1=CC(F)=C(S(=O)(=O)NC2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)C=C1
DLWCGMXCEMSQPE-VLTFUZRDNA-N,CHEMBL137483,147,N,4.57,chembl20,210605,9606,ADRA1B,93,S(NC=1C(=C(CC(NCC2=CC=C(C(=N)N)C=C2)=O)C(=CC1)F)F)(=O)(=O)CC=3C=CC=CC3
FACJCZHMOYUSSW-DVWGJWMBNA-N,CHEMBL19376,147,A,7.6,chembl20,34346,9606,ADRA1B,93,C=1(N=C(N)C=2C(N1)=CC(=C(OC)C2)OC)N3C[C@@H](C(NC(C)(C)C)=O)NCC3
FACJCZHMOYUSSW-DVWGJWMBNA-N,CHEMBL19376,24173,A,5.82,chembl20,34640,10116,ADRA1B,93,C=1(N=C(N)C=2C(N1)=CC(=C(OC)C2)OC)N3C[C@@H](C(NC(C)(C)C)=O)NCC3
