Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL1796028,P35368,,LBMXVPSFRAYJDL-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,7413.1,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001120,DTCC01091859,1704818,44951
CHEMBL1796029,P35368,,BNIMVTLJBJEXOC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,2238.72,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001123,DTCC01091860,314597,44951
CHEMBL1796030,P35368,,LVTVPXIZHDLZMO-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,112.2,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001126,DTCC01091861,1025948,44951
CHEMBL1796031,P35368,,ODTONMYKXOZWKB-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,112.2,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001129,DTCC01091862,541521,44951
CHEMBL1796032,P35368,,YDXRRAQRFWEWFK-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,331.13,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001132,DTCC01091863,119861,44951
CHEMBL1796033,P35368,,PYDSDQAAKUFXEU-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human adrenergic Alpha-1B receptor expressed in HEK293 cells assessed as [3H]inositol phosphate formation at 10 uM by scintillation counting,Not Active,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753975,DTCT0023207,6001203,DTCC01091864,1640796,44951
CHEMBL1796033,P35368,,PYDSDQAAKUFXEU-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,3.98,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity against human cloned adrenergic Alpha-1B receptor expressed in HEK293 cells assessed as inhibition of norepinephrine-induced [3H]inositol phosphate hydrolysis by scintillation counting,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753885,DTCT0023207,6001194,DTCC01091864,1640796,44951
CHEMBL1796033,P35368,,PYDSDQAAKUFXEU-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,23.99,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001135,DTCC01091864,1640796,44951
CHEMBL1796034,P35368,,LCQWPVVMQXWHCZ-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,30.2,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001138,DTCC01091865,2056561,44951
CHEMBL1796035,P35368,,XJQMGRBHCYQSND-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,107.15,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001141,DTCC01091866,993520,44951
CHEMBL1796036,P35368,,PGGAKENNUWLOBA-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,97.72,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001144,DTCC01091867,702910,44951
CHEMBL1796037,P35368,,MMECQTDYKMGZFE-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,112.2,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001147,DTCC01091868,2024541,44951
CHEMBL1796038,P35368,,OCLXFGLODKGRRE-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,10000,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001150,DTCC01091869,1479275,44951
CHEMBL1796039,P35368,,NJFRMDBEAVUKJH-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,125.89,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001153,DTCC01091870,605883,44951
CHEMBL1796040,P35368,,MYXXXOJPIMPYFF-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,134.9,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001156,DTCC01091871,1991700,44951
CHEMBL1796041,P35368,,QVYDXRNGKJCBFU-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,245.47,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001159,DTCC01091872,1673078,44951
CHEMBL1796042,P35368,,AJUJJQYPOFVICO-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,128.82,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001162,DTCC01091873,1829631,44951
CHEMBL1796043,P35368,,NPGBHHBYDAPGFD-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,208.93,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001165,DTCC01091874,1186966,44951
CHEMBL1796044,P35368,,NBBAMPGWOJEMGG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,128.82,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001168,DTCC01091875,1733003,44951
CHEMBL1796045,P35368,,KCBGUGDNPBJJQV-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,194.98,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001171,DTCC01091876,1154547,44951
CHEMBL1796046,P35368,,KBIGYGRLFLGJAZ-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human adrenergic Alpha-1B receptor expressed in HEK293 cells assessed as [3H]inositol phosphate formation at 10 uM by scintillation counting,Not Active,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753975,DTCT0023207,6001204,DTCC01091877,541522,44951
CHEMBL1796046,P35368,,KBIGYGRLFLGJAZ-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,7.94,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity against human cloned adrenergic Alpha-1B receptor expressed in HEK293 cells assessed as inhibition of norepinephrine-induced [3H]inositol phosphate hydrolysis by scintillation counting,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753885,DTCT0023207,6001195,DTCC01091877,541522,44951
CHEMBL1796046,P35368,,KBIGYGRLFLGJAZ-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,56.23,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001174,DTCC01091877,541522,44951
CHEMBL1796047,P35368,,SMDCOYCKERWTAT-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,151.36,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001177,DTCC01091878,443592,44951
CHEMBL1796048,P35368,,RTQLJFPZJBGGOG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,5011.87,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001180,DTCC01091879,832019,44951
CHEMBL1796049,P35368,,DIHJKGKNVGCNHJ-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,234.42,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001183,DTCC01091880,1284829,44951
CHEMBL1796050,P35368,,CFQKUDNKFVYAOC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human adrenergic Alpha-1B receptor expressed in HEK293 cells assessed as [3H]inositol phosphate formation at 10 uM by scintillation counting,Not Active,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753975,DTCT0023207,6001205,DTCC01091881,1991701,44951
CHEMBL1796050,P35368,,CFQKUDNKFVYAOC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,19.95,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity against human cloned adrenergic Alpha-1B receptor expressed in HEK293 cells assessed as inhibition of norepinephrine-induced [3H]inositol phosphate hydrolysis by scintillation counting,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753885,DTCT0023207,6001196,DTCC01091881,1991701,44951
CHEMBL1796050,P35368,,CFQKUDNKFVYAOC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21514979,KI,=,72.44,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,,"Novel 4-phenylpiperidine-2,6-dione derivatives. Ligands for a(1)-adrenoceptor subtypes.",Eur. J. Med. Chem.,2011,46,7,"Romeo G, Materia L, Modica MN, Pittalà V, Salerno L, Siracusa MA, Manetti F, Botta M, Minneman KP",,753882,DTCT0023207,6001186,DTCC01091881,1991701,44951
CHEMBL179743,P35368,,WDWPULBPXBZDDC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,15633998,KI,=,0.676,NM,,cell_based,,,,,,,,,,,CHO,Equilibrium dissociation constant was evaluated by radio-receptor binding assays using [3H]prazosin to label cloned human alpha 1b expressed in CHO cells,,"Design, synthesis, and biological evaluation of prazosin-related derivatives as multipotent compounds.",J. Med. Chem.,2005,48,1,"Antonello A, Hrelia P, Leonardi A, Marucci G, Rosini M, Tarozzi A, Tumiatti V, Melchiorre C",,303918,DTCT0023207,1737824,DTCC00380555,1080956,19215
CHEMBL180561,P35368,SNAP-5150,RJEWWPFKTYWTSS-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,9135028,KI,=,331.13,NM,,,,,,,,,,,,,,Binding affinity was tested on human Alpha-1B adrenergic receptor,,Pharmacological options in the treatment of benign prostatic hyperplasia.,J. Med. Chem.,1997,40,9,"Kenny B, Ballard S, Blagg J, Fox D",,34608,DTCT0023207,713656,DTCC00000759,873238,14595
CHEMBL180561,P35368,SNAP-5150,RJEWWPFKTYWTSS-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10522703,KI,=,367,NM,,,,,,,,,,,,,,Binding affinity against human Alpha-1b adrenergic receptor,,Design and synthesis of novel dihydropyridine alpha-1a antagonists.,Bioorg. Med. Chem. Lett.,1999,9,19,"Marzabadi MR, Hong X, Nagarathnam D, Miao SW, Chiu G, Wong WC, Wetzel JM, Fang J, Forray C, Chen TB, O'Malley SS, Chang RS, Gluchowski C",,33012,DTCT0023207,1219883,DTCC00000759,874246,3366
CHEMBL1806874,P35368,,JCKSBFDVTFRZJP-JFGZAKSSSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21591752,IC50,>,10000,NM,,cell_based,,,,,,,,,,,CHO,Antagonist activity at adrenergic Alpha-1B receptor expressed in CHO cells assessed as inhibition of adrenaline-induced intracellular calcium after 3 to 5 mins by Fluo-4/AM assay,,"Identification of N-propylnoraporphin-11-yl 5-(1,2-dithiolan-3-yl)pentanoate as a new anti-Parkinson's agent possessing a dopamine D2 and serotonin 5-HT1A dual-agonist profile.",J. Med. Chem.,2011,54,13,"Zhang H, Ye N, Zhou S, Guo L, Zheng L, Liu Z, Gao B, Zhen X, Zhang A",,758566,DTCT0023207,6033642,DTCC01096952,1590353,45238
CHEMBL18069,P35368,,PQDQNUQTCBVXHM-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12643939,EC50,=,39.81,NM,,cell_based,,,,,,,,,,,,"Agonism of human alpha-1B adrenergic receptor, expressed in rat 1 fibroblast cells",,2-(Anilinomethyl)imidazolines as alpha1 adrenergic receptor agonists: alpha1a subtype selective 2'-heteroaryl compounds.,Bioorg. Med. Chem. Lett.,2003,13,6,"Speake JD, Navas F, Bishop MJ, Garrison DT, Bigham EC, Hodson SJ, Saussy DL, Liacos JA, Irving PE, Sherman BW",,34478,DTCT0023207,950348,DTCC00103779,790477,6217
CHEMBL18069,P35368,,PQDQNUQTCBVXHM-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12643939,MAX RESPONSE,=,93,%,,,,,,,,,,,,,,Maximal response assayed via calcium mobilization to human alpha-1B adrenergic receptor compared to percent of the 40 mM phenylephrine response.,,2-(Anilinomethyl)imidazolines as alpha1 adrenergic receptor agonists: alpha1a subtype selective 2'-heteroaryl compounds.,Bioorg. Med. Chem. Lett.,2003,13,6,"Speake JD, Navas F, Bishop MJ, Garrison DT, Bigham EC, Hodson SJ, Saussy DL, Liacos JA, Irving PE, Sherman BW",,34470,DTCT0023207,950352,DTCC00103779,790477,6217
CHEMBL1808424,P35368,,PQQHOBXFKJXQAU-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21724392,INHIBITION,<,50,%,,,,,,,,,,,,,,Inhibition of adrenergic alpha1b receptor at 0.5 uM,,Rigidized 1-aryl sulfonyl tryptamines: synthesis and pharmacological evaluation as 5-HT6 receptor ligands.,Bioorg. Med. Chem. Lett.,2011,21,15,"Nirogi R, Dwarampudi A, Kambhampati R, Bhatta V, Kota L, Shinde A, Badange R, Jayarajan P, Bhyrapuneni G, Dubey PK",,759479,DTCT0023207,6029646,DTCC01098485,216595,45305
CHEMBL1808425,P35368,,IISCUUOMDCMADJ-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21724392,INHIBITION,<,50,%,,,,,,,,,,,,,,Inhibition of adrenergic alpha1b receptor at 0.5 uM,,Rigidized 1-aryl sulfonyl tryptamines: synthesis and pharmacological evaluation as 5-HT6 receptor ligands.,Bioorg. Med. Chem. Lett.,2011,21,15,"Nirogi R, Dwarampudi A, Kambhampati R, Bhatta V, Kota L, Shinde A, Badange R, Jayarajan P, Bhyrapuneni G, Dubey PK",,759479,DTCT0023207,6029657,DTCC01098486,735258,45305
CHEMBL1808426,P35368,,BSUNLXLBVQPAFJ-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21724392,INHIBITION,<,50,%,,,,,,,,,,,,,,Inhibition of adrenergic alpha1b receptor at 0.5 uM,,Rigidized 1-aryl sulfonyl tryptamines: synthesis and pharmacological evaluation as 5-HT6 receptor ligands.,Bioorg. Med. Chem. Lett.,2011,21,15,"Nirogi R, Dwarampudi A, Kambhampati R, Bhatta V, Kota L, Shinde A, Badange R, Jayarajan P, Bhyrapuneni G, Dubey PK",,759479,DTCT0023207,6029669,DTCC01098487,1187041,45305
CHEMBL1808432,P35368,,FEJYXUSNDZMQOV-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21724392,INHIBITION,<,50,%,,,,,,,,,,,,,,Inhibition of adrenergic alpha1b receptor at 0.5 uM,,Rigidized 1-aryl sulfonyl tryptamines: synthesis and pharmacological evaluation as 5-HT6 receptor ligands.,Bioorg. Med. Chem. Lett.,2011,21,15,"Nirogi R, Dwarampudi A, Kambhampati R, Bhatta V, Kota L, Shinde A, Badange R, Jayarajan P, Bhyrapuneni G, Dubey PK",,759479,DTCT0023207,6029680,DTCC01098493,735260,45305
CHEMBL1808433,P35368,,JEZVWAQXXDFILV-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21724392,INHIBITION,<,50,%,,,,,,,,,,,,,,Inhibition of adrenergic alpha1b receptor at 0.5 uM,,Rigidized 1-aryl sulfonyl tryptamines: synthesis and pharmacological evaluation as 5-HT6 receptor ligands.,Bioorg. Med. Chem. Lett.,2011,21,15,"Nirogi R, Dwarampudi A, Kambhampati R, Bhatta V, Kota L, Shinde A, Badange R, Jayarajan P, Bhyrapuneni G, Dubey PK",,759479,DTCT0023207,6029691,DTCC01098494,1091327,45305
CHEMBL1808437,P35368,,BZMIEAZWZMSACC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,21724392,INHIBITION,<,50,%,,,,,,,,,,,,,,Inhibition of adrenergic alpha1b receptor at 0.5 uM,,Rigidized 1-aryl sulfonyl tryptamines: synthesis and pharmacological evaluation as 5-HT6 receptor ligands.,Bioorg. Med. Chem. Lett.,2011,21,15,"Nirogi R, Dwarampudi A, Kambhampati R, Bhatta V, Kota L, Shinde A, Badange R, Jayarajan P, Bhyrapuneni G, Dubey PK",,759479,DTCT0023207,6029702,DTCC01098498,1991784,45305
